date,Price
1/15/2017 0:00,822.47
1/16/2017 0:00,829.62
1/17/2017 0:00,906.08
1/18/2017 0:00,876.74
1/19/2017 0:00,900.46
1/20/2017 0:00,895.62
1/21/2017 0:00,921.1
1/22/2017 0:00,919.39
1/23/2017 0:00,921.39
1/24/2017 0:00,893
1/25/2017 0:00,892.95
1/26/2017 0:00,916.34
1/27/2017 0:00,917.84
1/28/2017 0:00,917.75
1/29/2017 0:00,913.1
1/30/2017 0:00,921.08
1/31/2017 0:00,965.01
02/01/2017 0:00,983.36
02/02/2017 0:00,1008.18
02/03/2017 0:00,1012.64
02/04/2017 0:00,1034.44
02/05/2017 0:00,1014.57
02/06/2017 0:00,1023.7
02/07/2017 0:00,1054.12
02/08/2017 0:00,1056.99
02/09/2017 0:00,981.96
02/10/2017 0:00,997.57
02/11/2017 0:00,1011.98
02/12/2017 0:00,1001.63
2/13/2017 0:00,1000.25
2/14/2017 0:00,1011.51
2/15/2017 0:00,1011.53
2/16/2017 0:00,1032.7
2/17/2017 0:00,1055.46
2/18/2017 0:00,1056.4
2/19/2017 0:00,1051.8
2/20/2017 0:00,1084
2/21/2017 0:00,1124.62
2/22/2017 0:00,1130.01
2/23/2017 0:00,1188.11
2/24/2017 0:00,1180.14
2/25/2017 0:00,1152.2
2/26/2017 0:00,1179.05
2/27/2017 0:00,1194.64
2/28/2017 0:00,1191.21
03/01/2017 0:00,1226.39
03/02/2017 0:00,1257.6
03/03/2017 0:00,1285.33
03/04/2017 0:00,1260
03/05/2017 0:00,1273
03/06/2017 0:00,1278.49
03/07/2017 0:00,1233.05
03/08/2017 0:00,1150.05
03/09/2017 0:00,1190.89
03/10/2017 0:00,1116.97
03/11/2017 0:00,1176.55
03/12/2017 0:00,1226.62
3/13/2017 0:00,1242.46
3/14/2017 0:00,1245.86
3/15/2017 0:00,1257.32
3/16/2017 0:00,1172.62
3/17/2017 0:00,1071.02
3/18/2017 0:00,969.4
3/19/2017 0:00,1017.97
3/20/2017 0:00,1035.96
3/21/2017 0:00,1114.39
3/22/2017 0:00,1037.56
3/23/2017 0:00,1029.65
3/24/2017 0:00,929.06
3/25/2017 0:00,956.02
3/26/2017 0:00,960
3/27/2017 0:00,1039.92
3/28/2017 0:00,1043.99
3/29/2017 0:00,1035.96
3/30/2017 0:00,1033.7
3/31/2017 0:00,1070.31
04/01/2017 0:00,1083.94
04/02/2017 0:00,1078.01
04/03/2017 0:00,1144.77
